Frame,PlayerPosX,PlayerPosY,PlayerEvent,BotPosX,BotPosY,BotEvent
7507,1155.0,265.0,,2410,265,Serve
7507,1148.0,265.0,MoveLeft,2410,265,
7507,1148.0,265.0,,2410,265,
7508,1141.0,265.0,MoveLeft,2410,265,
7509,1134.0,265.0,MoveLeft,2410,265,
7510,1127.0,265.0,MoveLeft,2410,265,
7511,1120.0,265.0,MoveLeft,2410,265,
7512,1113.0,265.0,MoveLeft,2410,265,
7513,1106.0,265.0,MoveLeft,2410,265,
7524,1099.0,265.0,MoveLeft,2410,265,
7525,1092.0,265.0,MoveLeft,2410,265,
7526,1085.0,265.0,MoveLeft,2410,265,
7527,1078.0,265.0,MoveLeft,2410,265,
7528,1071.0,265.0,MoveLeft,2410,265,
7529,1064.0,265.0,MoveLeft,2410,265,
7530,1057.0,265.0,MoveLeft,2410,265,
7531,1050.0,265.0,MoveLeft,2410,265,
7532,1043.0,265.0,MoveLeft,2410,265,
7533,1036.0,265.0,MoveLeft,2410,265,
7547,1043.0,265.0,MoveRight,2410,265,
7548,1050.0,265.0,MoveRight,2410,265,
7549,1057.0,265.0,MoveRight,2410,265,
7550,1064.0,265.0,MoveRight,2410,265,
7551,1071.0,265.0,MoveRight,2410,265,
7552,1078.0,265.0,MoveRight,2410,265,
7553,1085.0,265.0,MoveRight,2410,265,
7555,1078.0,265.0,MoveLeft,2410,265,
7556,1071.0,265.0,MoveLeft,2410,265,
7557,1064.0,265.0,MoveLeft,2410,265,
7558,1057.0,265.0,MoveLeft,2410,265,
7559,1050.0,265.0,MoveLeft,2410,265,
7560,1043.0,265.0,MoveLeft,2410,265,
7561,1036.0,265.0,MoveLeft,2410,265,
7562,1029.0,265.0,MoveLeft,2410,265,
7563,1022.0,265.0,MoveLeft,2410,265,
7564,1015.0,265.0,MoveLeft,2410,265,
7565,1008.0,265.0,MoveLeft,2410,265,
7566,1001.0,265.0,MoveLeft,2410,265,
7567,994.0,265.0,MoveLeft,2410,265,
7568,987.0,265.0,MoveLeft,2410,265,
7569,980.0,265.0,MoveLeft,2410,265,
7570,973.0,265.0,MoveLeft,2410,265,
7571,966.0,265.0,MoveLeft,2410,265,
7572,959.0,265.0,MoveLeft,2410,265,
7573,952.0,265.0,MoveLeft,2410,265,
7574,945.0,265.0,MoveLeft,2410,265,
7575,938.0,265.0,MoveLeft,2410,265,
7576,931.0,265.0,MoveLeft,2410,265,
7577,924.0,265.0,MoveLeft,2410,265,
7578,917.0,265.0,MoveLeft,2410,265,
7579,910.0,265.0,MoveLeft,2410,265,
7580,910.0,265.0,Bump,2410,265,
7580,903.0,265.0,MoveLeft,2410,265,
7581,903.0,265.0,,2403,265,MoveLeft
7582,903.0,265.0,,2396,265,MoveLeft
7583,903.0,265.0,,2389,265,MoveLeft
7584,903.0,265.0,,2382,265,MoveLeft
7585,903.0,265.0,,2375,265,MoveLeft
7586,903.0,265.0,,2368,265,MoveLeft
7587,903.0,265.0,,2361,265,MoveLeft
7588,903.0,265.0,,2354,265,MoveLeft
7589,903.0,265.0,,2347,265,MoveLeft
7590,903.0,265.0,,2340,265,MoveLeft
7591,903.0,265.0,,2333,265,MoveLeft
7592,903.0,265.0,,2326,265,MoveLeft
7593,903.0,265.0,,2319,265,MoveLeft
7594,903.0,265.0,,2312,265,MoveLeft
7595,903.0,265.0,,2305,265,MoveLeft
7596,903.0,265.0,,2298,265,MoveLeft
7597,903.0,265.0,,2291,265,MoveLeft
7598,903.0,265.0,,2284,265,MoveLeft
7599,903.0,265.0,,2277,265,MoveLeft
7600,910.0,265.0,MoveRight,2277,265,
7600,910.0,265.0,,2270,265,MoveLeft
7601,917.0,265.0,MoveRight,2270,265,
7601,917.0,265.0,,2263,265,MoveLeft
7602,924.0,265.0,MoveRight,2263,265,
7602,924.0,265.0,,2256,265,MoveLeft
7603,931.0,265.0,MoveRight,2256,265,
7603,931.0,265.0,,2249,265,MoveLeft
7604,938.0,265.0,MoveRight,2249,265,
7604,938.0,265.0,,2242,265,MoveLeft
7605,945.0,265.0,MoveRight,2242,265,
7605,945.0,265.0,,2235,265,MoveLeft
7606,952.0,265.0,MoveRight,2235,265,
7606,952.0,265.0,,2228,265,MoveLeft
7607,959.0,265.0,MoveRight,2228,265,
7607,959.0,265.0,,2221,265,MoveLeft
7608,966.0,265.0,MoveRight,2221,265,
7608,966.0,265.0,,2214,265,MoveLeft
7609,973.0,265.0,MoveRight,2214,265,
7609,973.0,265.0,,2207,265,MoveLeft
7610,980.0,265.0,MoveRight,2207,265,
7610,980.0,265.0,,2200,265,MoveLeft
7611,987.0,265.0,MoveRight,2200,265,
7611,987.0,265.0,,2193,265,MoveLeft
7612,994.0,265.0,MoveRight,2193,265,
7612,994.0,265.0,,2186,265,MoveLeft
7613,1001.0,265.0,MoveRight,2186,265,
7613,1001.0,265.0,,2179,265,MoveLeft
7614,1008.0,265.0,MoveRight,2179,265,
7614,1008.0,265.0,,2172,265,MoveLeft
7615,1015.0,265.0,MoveRight,2172,265,
7615,1015.0,265.0,,2165,265,MoveLeft
7616,1022.0,265.0,MoveRight,2165,265,
7616,1022.0,265.0,,2158,265,MoveLeft
7617,1029.0,265.0,MoveRight,2158,265,
7617,1029.0,265.0,,2151,265,MoveLeft
7618,1036.0,265.0,MoveRight,2151,265,
7618,1036.0,265.0,,2144,265,MoveLeft
7619,1043.0,265.0,MoveRight,2144,265,
7619,1043.0,265.0,,2137,265,MoveLeft
7620,1050.0,265.0,MoveRight,2137,265,
7620,1050.0,265.0,,2130,265,MoveLeft
7621,1057.0,265.0,MoveRight,2130,265,
7621,1057.0,265.0,,2123,265,MoveLeft
7622,1064.0,265.0,MoveRight,2123,265,
7622,1064.0,265.0,,2116,265,MoveLeft
7623,1071.0,265.0,MoveRight,2116,265,
7623,1071.0,265.0,,2109,265,MoveLeft
7624,1078.0,265.0,MoveRight,2109,265,
7624,1078.0,265.0,,2102,265,MoveLeft
7625,1085.0,265.0,MoveRight,2102,265,
7625,1085.0,265.0,,2095,265,MoveLeft
7626,1092.0,265.0,MoveRight,2095,265,
7626,1092.0,265.0,,2088,265,MoveLeft
7627,1099.0,265.0,MoveRight,2088,265,
7627,1099.0,265.0,,2081,265,MoveLeft
7628,1106.0,265.0,MoveRight,2081,265,
7628,1106.0,265.0,,2074,265,MoveLeft
7629,1113.0,265.0,MoveRight,2074,265,
7629,1113.0,265.0,,2067,265,MoveLeft
7630,1120.0,265.0,MoveRight,2067,265,
7630,1120.0,265.0,,2060,265,MoveLeft
7631,1127.0,265.0,MoveRight,2060,265,
7631,1127.0,265.0,,2053,265,MoveLeft
7632,1134.0,265.0,MoveRight,2053,265,
7632,1134.0,265.0,,2046,265,MoveLeft
7633,1141.0,265.0,MoveRight,2046,265,
7633,1141.0,265.0,,2039,265,MoveLeft
7634,1148.0,265.0,MoveRight,2039,265,
7634,1148.0,265.0,,2032,265,MoveLeft
7635,1155.0,265.0,MoveRight,2032,265,
7635,1155.0,265.0,,2025,265,MoveLeft
7636,1162.0,265.0,MoveRight,2025,265,
