Frame,PlayerPosX,PlayerPosY,PlayerEvent,BotPosX,BotPosY,BotEvent
33199,1038.0,265.0,None,2410,265,Serve
33218,1038.0,265.0,None,2403,265,MoveLeft
33219,1038.0,265.0,None,2396,265,MoveLeft
33220,1038.0,265.0,None,2389,265,MoveLeft
33221,1038.0,265.0,None,2382,265,MoveLeft
33222,1038.0,265.0,None,2375,265,MoveLeft
33223,1038.0,265.0,None,2368,265,MoveLeft
33224,1038.0,265.0,None,2361,265,MoveLeft
33225,1038.0,265.0,None,2354,265,MoveLeft
33226,1038.0,265.0,None,2347,265,MoveLeft
33227,1038.0,265.0,None,2340,265,MoveLeft
33228,1038.0,265.0,None,2333,265,MoveLeft
33229,1038.0,265.0,None,2326,265,MoveLeft
33230,1038.0,265.0,None,2319,265,MoveLeft
33231,1038.0,265.0,None,2312,265,MoveLeft
33232,1038.0,265.0,None,2305,265,MoveLeft
33233,1038.0,265.0,None,2298,265,MoveLeft
33234,1038.0,265.0,None,2291,265,MoveLeft
33235,1038.0,265.0,None,2284,265,MoveLeft
33236,1038.0,265.0,None,2277,265,MoveLeft
33237,1038.0,265.0,None,2270,265,MoveLeft
33238,1038.0,265.0,None,2263,265,MoveLeft
33239,1038.0,265.0,None,2256,265,MoveLeft
33240,1038.0,265.0,None,2249,265,MoveLeft
33241,1038.0,265.0,None,2242,265,MoveLeft
33242,1031.0,265.0,MoveLeft,2242,265,None
33242,1031.0,265.0,None,2235,265,MoveLeft
33243,1024.0,265.0,MoveLeft,2235,265,None
33243,1024.0,265.0,None,2228,265,MoveLeft
33244,1017.0,265.0,MoveLeft,2228,265,None
33244,1017.0,265.0,None,2221,265,MoveLeft
33245,1010.0,265.0,MoveLeft,2221,265,None
33245,1010.0,265.0,None,2214,265,MoveLeft
33246,1003.0,265.0,MoveLeft,2214,265,None
33246,1003.0,265.0,None,2207,265,MoveLeft
33247,996.0,265.0,MoveLeft,2207,265,None
33247,996.0,265.0,None,2200,265,MoveLeft
33248,989.0,265.0,MoveLeft,2200,265,None
33248,989.0,265.0,None,2193,265,MoveLeft
33249,982.0,265.0,MoveLeft,2193,265,None
33249,982.0,265.0,None,2186,265,MoveLeft
33250,975.0,265.0,MoveLeft,2186,265,None
33250,975.0,265.0,None,2179,265,MoveLeft
33251,968.0,265.0,MoveLeft,2179,265,None
33251,968.0,265.0,None,2172,265,MoveLeft
33252,961.0,265.0,MoveLeft,2172,265,None
33252,961.0,265.0,None,2165,265,MoveLeft
33253,954.0,265.0,MoveLeft,2165,265,None
33253,954.0,265.0,None,2158,265,MoveLeft
33254,947.0,265.0,MoveLeft,2158,265,None
33254,947.0,265.0,None,2151,265,MoveLeft
33255,940.0,265.0,MoveLeft,2151,265,None
33255,940.0,265.0,None,2144,265,MoveLeft
33256,933.0,265.0,MoveLeft,2144,265,None
33256,933.0,265.0,None,2137,265,MoveLeft
33257,926.0,265.0,MoveLeft,2137,265,None
33257,926.0,265.0,None,2130,265,MoveLeft
33258,919.0,265.0,MoveLeft,2130,265,None
33258,919.0,265.0,None,2123,265,MoveLeft
33259,912.0,265.0,MoveLeft,2123,265,None
33259,912.0,265.0,None,2116,265,MoveLeft
33260,905.0,265.0,MoveLeft,2116,265,None
33260,905.0,265.0,None,2109,265,MoveLeft
33261,898.0,265.0,MoveLeft,2109,265,None
33261,898.0,265.0,None,2102,265,MoveLeft
33262,891.0,265.0,MoveLeft,2102,265,None
33262,891.0,265.0,None,2095,265,MoveLeft
33263,884.0,265.0,MoveLeft,2095,265,None
33263,884.0,265.0,None,2088,265,MoveLeft
